Product,Toplam Üretimde Bekleyen (M2),Son TerminTarihi,Week Number,Year
Product 925,907.2,2024-11-01,W39,2024
Product 1758,1013.76,2024-10-03,W39,2024
Product 1759,634.56,2024-10-29,W39,2024
Product 1741,1474.56,,W39,2024
Product 846,1209.6,2024-11-23,W39,2024
Product 1424,993.6,2024-11-10,W39,2024
Product 1426,1036.8,2024-10-03,W39,2024
Product 865,657.6,2024-10-10,W39,2024
Product 1250,600.0,2024-10-09,W39,2024
Product 517,1149.12,2024-10-31,W39,2024
Product 831,1008.0,,W39,2024
Product 2056,1641.6,2024-10-12,W39,2024
Product 781,936.0,2024-10-07,W39,2024
Product 789,936.0,2024-09-27,W39,2024
Product 2192,312.0,2024-09-27,W39,2024
Product 1343,993.6,2024-11-17,W39,2024
Product 1232,1036.8,2024-10-23,W39,2024
Product 1846,626.4,2024-12-02,W39,2024
Product 1934,1944.0,2024-12-02,W39,2024
Product 1934,561.6,,W39,2024
Product 1935,1944.0,2024-12-02,W39,2024
Product 1935,561.6,,W39,2024
Product 1912,2468.48,2025-01-25,W39,2024
Product 1913,2457.6,2025-01-26,W39,2024
Product 1914,2460.16,2025-01-27,W39,2024
Product 1916,2475.52,2025-01-27,W39,2024
Product 1852,1944.0,2024-12-02,W39,2024
Product 1852,561.6,,W39,2024
Product 1855,302.4,,W39,2024
Product 327,1503.36,2024-10-20,W39,2024
Product 328,1503.36,2024-10-20,W39,2024
Product 329,1503.36,2024-10-20,W39,2024
Product 330,1503.36,2024-10-21,W39,2024
Product 1066,1468.8,2024-10-27,W39,2024
Product 1067,1468.8,2024-10-26,W39,2024
Product 1709,1658.88,2024-10-13,W39,2024
Product 1710,1658.88,2024-10-13,W39,2024
Product 1714,1658.88,2024-10-13,W39,2024
Product 1717,1616.76,2024-10-13,W39,2024
Product 1718,1615.68,2024-10-13,W39,2024
Product 1720,1615.68,2024-10-14,W39,2024
Product 1722,1615.68,2024-10-13,W39,2024
Product 1732,1658.88,2024-09-28,W39,2024
Product 1733,1658.88,2024-09-27,W39,2024
Product 1734,5769.6,2024-10-14,W39,2024
Product 1734,165.12,,W39,2024
Product 1730,1658.88,2024-09-27,W39,2024
Product 963,216.0,2024-09-28,W39,2024
Product 1387,1512.0,2024-11-02,W39,2024
Product 1389,1512.0,2024-10-30,W39,2024
Product 1391,1382.4,2024-09-27,W39,2024
Product 1391,129.6,2024-11-01,W39,2024
Product 1337,1512.0,2024-10-25,W39,2024
Product 1338,1512.0,2024-10-26,W39,2024
Product 1339,1512.0,2024-10-27,W39,2024
Product 1340,1512.0,2024-10-27,W39,2024
Product 1247,329.02,2024-12-23,W39,2024
Product 1248,329.02,2024-12-23,W39,2024
Product 1834,1536.0,2024-10-29,W39,2024
Product 1835,1536.0,2024-11-01,W39,2024
Product 1836,1536.0,2024-11-01,W39,2024
Product 1838,1536.0,2024-10-29,W39,2024
Product 2326,60.179,2024-10-12,W39,2024
Product 669,0.216,2024-10-20,W39,2024
Product 696,0.216,2024-10-18,W39,2024
Product 698,0.216,2024-10-08,W39,2024
Product 4,700.0,2024-10-16,W39,2024
Product 1265,17.22,2024-10-04,W39,2024
Product 511,25.6,2024-11-14,W39,2024
Product 639,0.4,2024-11-02,W39,2024
Product 660,1.0,2024-11-02,W39,2024
Product 676,0.648,2024-11-03,W39,2024
Product 669,0.36,2024-10-20,W39,2024
Product 687,0.216,2024-10-18,W39,2024
Product 697,1.008,2024-11-02,W39,2024
Product 1433,86.4,2024-10-01,W39,2024
Product 1697,2030.4,2024-10-09,W39,2024
Product 708,1036.8,2024-10-01,W39,2024
Product 1233,1036.8,2024-10-23,W39,2024
Product 2107,1036.8,2024-11-17,W39,2024
Product 1609,1036.8,2024-10-28,W39,2024
Product 923,2030.4,2024-11-01,W39,2024
Product 1412,2030.4,2024-12-09,W39,2024
Product 1206,129.6,2024-10-01,W39,2024
Product 1607,1036.8,2024-10-29,W39,2024
Product 1078,993.6,2024-10-11,W39,2024
Product 2152,160.0,2024-08-02,W39,2024
Product 2152,114.0,2024-08-02,W39,2024
Product 219,1503.36,2024-10-06,W39,2024
Product 2316,145.0,2024-10-17,W39,2024
Product 2174,81.0,2024-08-01,W39,2024
Product 2177,523.0,2024-10-28,W39,2024
Product 2316,1008.0,2024-10-17,W39,2024
Product 515,3357.9,2024-10-28,W39,2024
Product 516,2177.28,2024-11-02,W39,2024
Product 730,180.0,,W39,2024
Product 749,780.0,2024-10-11,W39,2024
Product 742,540.0,2024-10-01,W39,2024
Product 742,180.0,2024-10-01,W39,2024
Product 825,1391.04,2024-11-12,W39,2024
Product 960,1166.4,2024-10-14,W39,2024
Product 960,43.2,,W39,2024
Product 2033,1728.0,2024-10-11,W39,2024
Product 2323,2520.0,2024-12-17,W39,2024
Product 767,936.0,2024-09-27,W39,2024
Product 2181,312.0,2024-10-28,W39,2024
Product 2232,390.0,2024-10-21,W39,2024
Product 871,120.0,2024-10-01,W39,2024
Product 871,60.0,2024-10-11,W39,2024
Product 1695,1512.0,2024-10-13,W39,2024
Product 1719,1615.68,2024-11-15,W39,2024
Product 1388,1512.0,2024-11-03,W39,2024
Product 273,1389.78,2024-10-11,W39,2024
Product 269,1389.78,2024-10-12,W39,2024
Product 274,1391.04,2024-10-12,W39,2024
Product 270,1389.78,2024-10-12,W39,2024
Product 940,1512.0,2024-10-21,W39,2024
Product 943,1512.0,2024-10-22,W39,2024
Product 944,1512.0,2024-10-22,W39,2024
Product 941,1512.0,2024-10-22,W39,2024
Product 942,1512.0,2024-10-22,W39,2024
Product 945,1512.0,2024-10-22,W39,2024
Product 1048,1010.0,2024-10-26,W39,2024
Product 1051,1010.0,2024-10-26,W39,2024
Product 1052,1010.0,2024-10-27,W39,2024
Product 1049,1010.0,2024-10-26,W39,2024
Product 1050,1010.0,2024-10-26,W39,2024
Product 1053,1010.0,2024-09-27,W39,2024
Product 1481,350.0,2024-12-16,W39,2024
Product 1487,350.0,2024-12-16,W39,2024
Product 1489,350.0,2024-12-16,W39,2024
Product 1483,350.0,2024-12-16,W39,2024
Product 1485,350.0,2024-12-16,W39,2024
Product 1491,350.0,2024-12-16,W39,2024
Product 1482,352.0,2024-12-16,W39,2024
Product 1488,352.0,2024-12-16,W39,2024
Product 1490,352.0,2024-12-16,W39,2024
Product 1484,352.0,2024-12-16,W39,2024
Product 1486,352.0,2024-12-16,W39,2024
Product 1492,352.0,2024-12-16,W39,2024
Product 1373,2030.4,2024-11-02,W39,2024
Product 1374,2030.4,2024-11-03,W39,2024
Product 1375,2030.4,2024-10-30,W39,2024
Product 1376,2030.4,2024-11-01,W39,2024
Product 1711,1658.88,2024-10-14,W39,2024
Product 1712,1658.88,2024-11-15,W39,2024
Product 1363,2030.4,2024-11-12,W39,2024
Product 1837,1536.0,2024-12-03,W39,2024
Product 1854,410.4,2024-12-02,W39,2024
Product 1915,2486.4,2025-01-28,W39,2024
Product 1170,2030.4,2024-10-30,W39,2024
Product 1173,2030.4,2024-10-30,W39,2024
Product 1174,2030.4,2024-10-31,W39,2024
Product 1171,2030.4,2024-11-01,W39,2024
Product 1172,2030.4,2024-11-01,W39,2024
Product 1175,2030.4,2024-11-02,W39,2024
Product 1647,2358.62,2024-09-28,W39,2024
Product 1650,342.22,2024-09-27,W39,2024
Product 1651,2506.3,2024-09-29,W39,2024
Product 1648,73.84,2024-09-27,W39,2024
Product 1648,73.84,2024-09-27,W39,2024
Product 1648,147.68,2024-09-27,W39,2024
Product 1648,184.6,2024-09-27,W39,2024
Product 1648,553.8,2024-09-27,W39,2024
Product 1648,701.48,2024-09-27,W39,2024
Product 1648,771.06,2024-09-27,W39,2024
Product 1649,2506.3,2024-09-29,W39,2024
Product 1652,2506.3,2024-09-30,W39,2024
Product 999,518.4,2024-10-29,W39,2024
Product 1230,518.4,2024-10-01,W39,2024
Product 768,390.0,2024-09-30,W39,2024
Product 788,78.0,2024-09-30,W39,2024
Product 807,312.0,2024-10-07,W39,2024
Product 2183,78.0,2024-10-21,W39,2024
Product 2268,234.0,2024-10-21,W39,2024
Product 2280,234.0,2024-10-28,W39,2024
Product 780,390.0,2024-09-30,W39,2024
Product 809,390.0,2024-12-02,W39,2024
Product 811,234.0,2024-11-18,W39,2024
Product 1462,78.0,2024-12-30,W39,2024
Product 1464,78.0,2024-12-30,W39,2024
Product 2216,78.0,2024-10-14,W39,2024
Product 2286,234.0,2024-10-21,W39,2024
Product 2379,78.0,2024-12-02,W39,2024
Product 2398,78.0,2024-12-16,W39,2024
Product 2400,78.0,2024-12-16,W39,2024
Product 2403,78.0,2024-12-16,W39,2024
Product 2410,78.0,2024-12-16,W39,2024
Product 2419,78.0,2024-12-16,W39,2024
Product 770,546.0,2024-10-07,W39,2024
Product 771,390.0,2024-09-30,W39,2024
Product 775,390.0,2024-09-30,W39,2024
Product 778,390.0,2024-09-30,W39,2024
Product 786,390.0,2024-10-07,W39,2024
Product 812,546.0,2024-10-07,W39,2024
Product 813,390.0,2024-09-30,W39,2024
Product 1442,390.0,2024-12-09,W39,2024
Product 1452,234.0,2024-12-30,W39,2024
Product 2202,78.0,2024-10-14,W39,2024
Product 2226,468.0,2024-10-14,W39,2024
Product 2227,78.0,2024-10-07,W39,2024
Product 2235,78.0,2024-10-21,W39,2024
Product 2270,234.0,2024-10-21,W39,2024
Product 2272,234.0,2024-10-21,W39,2024
Product 2274,234.0,2024-10-21,W39,2024
Product 2282,234.0,2024-10-21,W39,2024
Product 2284,234.0,2024-10-21,W39,2024
Product 2373,312.0,2024-09-27,W39,2024
Product 2384,78.0,2024-09-27,W39,2024
Product 2408,78.0,2024-12-16,W39,2024
Product 2413,78.0,2024-12-16,W39,2024
Product 1638,2030.6,2024-10-25,W39,2024
Product 1640,2030.6,2024-10-25,W39,2024
Product 1642,2030.6,2024-10-24,W39,2024
Product 1360,1512.0,2024-11-10,W39,2024
Product 1361,1512.0,2024-11-09,W39,2024
Product 1362,1512.0,2024-11-08,W39,2024
Product 1364,1512.0,2024-11-11,W39,2024
Product 1208,1036.8,2024-10-23,W39,2024
Product 1232,1036.8,2024-10-23,W39,2024
Product 1034,1036.8,2024-10-01,W39,2024
Product 26,288.0,2024-10-28,W39,2024
Product 1781,2048.0,2024-11-03,W39,2024
Product 1202,1036.8,2024-11-21,W39,2024
Product 1206,1036.8,2024-10-01,W39,2024
Product 1073,4536.0,2024-10-14,W39,2024
Product 1218,1036.8,,W39,2024
Product 1428,1036.8,2024-10-17,W39,2024
Product 2089,1036.8,2024-10-13,W39,2024
Product 2092,1036.8,2024-10-29,W39,2024
Product 1289,1036.8,2024-11-06,W39,2024
Product 1325,518.4,2024-11-01,W39,2024
Product 1383,259.2,2024-11-28,W39,2024
Product 1394,1944.0,2024-11-06,W39,2024
Product 1243,518.4,,W39,2024
Product 1,900.0,2024-10-11,W39,2024
Product 4,700.0,2024-10-16,W39,2024
Product 26,1824.0,2024-10-28,W39,2024
Product 433,1656.0,2024-10-21,W39,2024
Product 297,1814.4,2024-09-27,W39,2024
Product 297,311.04,2024-10-01,W39,2024
Product 297,933.12,2024-10-17,W39,2024
Product 315,466.56,2024-10-06,W39,2024
Product 315,1555.2,2024-10-17,W39,2024
Product 253,1503.36,2024-11-21,W39,2024
Product 253,103.68,,W39,2024
Product 281,3144.96,2024-10-12,W39,2024
Product 639,1.0,2024-11-02,W39,2024
Product 698,0.792,2024-11-01,W39,2024
Product 2326,16.716,2024-11-02,W39,2024
Product 661,0.2,2024-12-01,W39,2024
Product 505,60.0,2024-09-27,W39,2024
Product 1736,2396.16,2024-10-02,W39,2024
Product 867,900.0,2024-10-14,W39,2024
Product 1949,734.4,2024-11-02,W39,2024
Product 505,60.0,2024-09-27,W39,2024
Product 1997,1036.8,2024-10-19,W39,2024
Product 1607,345.6,2024-10-29,W39,2024
Product 2215,546.0,2024-10-21,W39,2024
Product 774,858.0,2024-11-11,W39,2024
Product 803,858.0,2024-11-04,W39,2024
Product 2177,5538.0,2024-10-28,W39,2024
Product 2225,624.0,2024-10-21,W39,2024
Product 770,936.0,2024-10-07,W39,2024
Product 784,936.0,2024-10-28,W39,2024
Product 787,468.0,2024-09-27,W39,2024
Product 787,780.0,2024-10-28,W39,2024
Product 2179,1014.0,2024-10-14,W39,2024
Product 2182,468.0,2024-10-14,W39,2024
Product 2185,234.0,2024-10-14,W39,2024
Product 2190,390.0,2024-10-14,W39,2024
Product 2221,390.0,2024-10-21,W39,2024
Product 2232,624.0,2024-10-21,W39,2024
Product 2267,546.0,2024-10-21,W39,2024
Product 2277,624.0,2024-10-14,W39,2024
Product 868,180.0,2024-10-08,W39,2024
Product 868,840.0,2024-10-12,W39,2024
Product 508,780.0,2024-10-01,W39,2024
Product 508,240.0,2024-10-16,W39,2024
Product 504,1020.0,2024-10-13,W39,2024
Product 507,840.0,2024-10-09,W39,2024
Product 742,720.0,2024-10-01,W39,2024
Product 745,660.0,2024-10-17,W39,2024
Product 748,360.0,2024-10-16,W39,2024
Product 870,1020.0,2024-10-02,W39,2024
Product 515,1391.04,2024-10-28,W39,2024
Product 1559,2362.88,2024-11-01,W39,2024
Product 1558,2510.56,2024-10-31,W39,2024
Product 715,2510.56,2024-10-14,W39,2024
Product 2373,546.0,2024-09-27,W39,2024
Product 969,3024.0,2024-10-05,W39,2024
Product 867,540.0,2024-10-14,W39,2024
Product 2417,468.0,2024-12-09,W39,2024
Product 814,280.98,2024-10-24,W39,2024
Product 2203,546.0,2024-10-21,W39,2024
Product 2292,34.0,,W39,2024
Product 718,1985.76,2024-10-22,W39,2024
Product 544,537.6,2024-11-10,W39,2024
Product 545,537.6,2024-11-10,W39,2024
Product 549,537.6,2024-11-12,W39,2024
Product 546,537.6,2024-11-11,W39,2024
Product 547,537.6,2024-11-11,W39,2024
Product 548,537.6,2024-11-12,W39,2024
Product 550,537.6,2024-11-13,W39,2024
Product 551,537.6,2024-11-13,W39,2024
Product 555,537.6,2024-11-15,W39,2024
Product 553,537.6,2024-11-14,W39,2024
Product 554,537.6,2024-11-15,W39,2024
Product 556,537.6,2024-11-16,W39,2024
Product 557,537.6,2024-11-16,W39,2024
Product 561,537.6,2024-11-18,W39,2024
Product 558,537.6,2024-11-17,W39,2024
Product 559,537.6,2024-11-17,W39,2024
Product 560,537.6,2024-11-18,W39,2024
Product 562,537.6,2024-11-19,W39,2024
Product 563,537.6,2024-11-19,W39,2024
Product 567,537.6,2024-11-21,W39,2024
Product 564,537.6,2024-11-20,W39,2024
Product 565,537.6,2024-11-20,W39,2024
Product 566,537.6,2024-11-21,W39,2024
Product 572,544.32,2024-10-28,W39,2024
Product 573,544.32,2024-10-29,W39,2024
Product 574,544.32,2024-10-29,W39,2024
Product 575,544.32,2024-10-29,W39,2024
Product 576,544.32,2024-10-29,W39,2024
Product 578,544.32,2024-10-30,W39,2024
Product 579,544.32,2024-10-30,W39,2024
Product 583,544.32,2024-10-31,W39,2024
Product 580,544.32,2024-10-30,W39,2024
Product 581,544.32,2024-10-31,W39,2024
Product 582,544.32,2024-10-31,W39,2024
Product 584,544.32,2024-10-31,W39,2024
Product 585,544.32,2024-11-01,W39,2024
Product 589,544.32,2024-11-02,W39,2024
Product 586,544.32,2024-11-01,W39,2024
Product 587,544.32,2024-11-01,W39,2024
Product 588,544.32,2024-11-02,W39,2024
Product 590,544.32,2024-11-02,W39,2024
Product 591,544.32,2024-11-02,W39,2024
Product 595,544.32,2024-11-03,W39,2024
Product 592,544.32,2024-11-03,W39,2024
Product 593,544.32,2024-11-03,W39,2024
Product 594,544.32,2024-11-03,W39,2024
Product 552,537.6,2024-11-14,W39,2024
Product 577,544.32,2024-10-30,W39,2024
Product 538,20.0,2025-01-20,W39,2024
Product 539,20.0,2025-01-20,W39,2024
Product 540,20.0,2025-01-20,W39,2024
Product 541,20.0,2025-01-20,W39,2024
Product 542,20.0,2025-01-27,W39,2024
Product 543,20.0,2025-01-27,W39,2024
Product 24,1056.0,2024-10-29,W39,2024
Product 83,1503.36,2024-10-18,W39,2024
Product 1528,1166.4,2024-09-29,W39,2024
Product 1300,1512.0,2024-12-19,W39,2024
Product 1765,21.6,2024-10-11,W39,2024
Product 865,1500.0,2024-10-10,W39,2024
Product 2325,1512.0,2024-12-18,W39,2024
Product 525,1209.6,2024-10-19,W39,2024
Product 922,43.2,2024-12-17,W39,2024
Product 1393,129.6,2024-11-06,W39,2024
Product 1827,153.6,2024-12-08,W39,2024
Product 1901,51.2,2024-12-09,W39,2024
Product 842,43.2,2024-11-25,W39,2024
Product 1208,43.2,2024-10-23,W39,2024
Product 1901,1024.0,2024-12-09,W39,2024
Product 1349,1036.8,2024-10-04,W39,2024
Product 1822,512.0,2024-12-12,W39,2024
Product 1786,1024.0,2024-12-09,W39,2024
Product 1827,1024.0,2024-12-08,W39,2024
Product 1078,1036.8,2024-10-11,W39,2024
Product 1879,604.8,2024-11-14,W39,2024
Product 922,1036.8,2024-12-17,W39,2024
Product 1029,518.4,,W39,2024
Product 1280,43.2,2024-10-01,W39,2024
Product 1280,993.6,2024-10-29,W39,2024
Product 1287,648.0,,W39,2024
Product 1502,1036.8,2024-10-06,W39,2024
Product 1352,1036.8,2024-10-21,W39,2024
Product 1383,2030.4,2024-11-28,W39,2024
Product 529,1036.8,2024-12-21,W39,2024
Product 1347,1684.8,2024-10-08,W39,2024
Product 1229,1036.8,2024-10-01,W39,2024
Product 985,1036.8,2024-11-12,W39,2024
Product 989,1036.8,2024-10-22,W39,2024
Product 991,1036.8,2024-11-12,W39,2024
Product 310,1503.36,2024-10-05,W39,2024
Product 151,4989.6,2024-10-19,W39,2024
Product 348,3447.36,2024-10-08,W39,2024
Product 348,4052.16,2024-10-23,W39,2024
Product 300,1503.36,2024-10-06,W39,2024
Product 303,518.4,2024-10-02,W39,2024
Product 319,1503.36,2024-10-01,W39,2024
Product 259,1503.36,2024-10-09,W39,2024
Product 260,518.4,2024-10-09,W39,2024
Product 280,5.04,2024-10-01,W39,2024
Product 212,1503.36,2024-10-01,W39,2024
Product 1407,1512.0,2024-10-10,W39,2024
Product 1408,1512.0,2024-10-11,W39,2024
Product 1409,1512.0,2024-10-12,W39,2024
Product 1410,1512.0,2024-10-12,W39,2024
Product 1369,1512.0,2024-10-10,W39,2024
Product 1370,1512.0,2024-10-11,W39,2024
Product 1371,1512.0,2024-10-12,W39,2024
Product 1372,1512.0,2024-10-12,W39,2024
Product 1353,1512.0,2024-10-15,W39,2024
Product 1354,1512.0,2024-10-16,W39,2024
Product 1377,1512.0,2024-10-05,W39,2024
Product 1378,1512.0,2024-10-03,W39,2024
Product 1379,1512.0,2024-10-04,W39,2024
Product 1380,1512.0,2024-10-04,W39,2024
Product 1381,1512.0,2024-10-04,W39,2024
Product 1382,1512.0,2024-10-05,W39,2024
Product 191,2540.16,2024-10-14,W39,2024
Product 516,17.64,2024-11-02,W39,2024
Product 1094,351.75,2024-12-10,W39,2024
Product 819,55.44,2024-11-11,W39,2024
Product 1607,259.2,2024-10-29,W39,2024
Product 783,468.0,2024-11-11,W39,2024
Product 760,384.0,2024-11-28,W39,2024
Product 751,720.0,2024-10-07,W39,2024
Product 861,720.0,2024-10-11,W39,2024
Product 865,1740.0,2024-10-10,W39,2024
Product 871,660.0,2024-10-11,W39,2024
Product 871,60.0,2024-11-15,W39,2024
Product 879,720.0,2024-10-14,W39,2024
Product 1250,720.0,2024-10-09,W39,2024
Product 2156,1215.0,2024-11-06,W39,2024
Product 2163,1053.0,2024-11-07,W39,2024
Product 516,3084.48,2024-11-02,W39,2024
Product 721,1330.56,2024-11-14,W39,2024
Product 2307,1512.0,2024-10-14,W39,2024
Product 2310,648.0,2024-10-17,W39,2024
Product 761,468.0,2024-11-11,W39,2024
Product 765,1638.0,2024-11-11,W39,2024
Product 772,936.0,2024-11-18,W39,2024
Product 782,936.0,2024-11-18,W39,2024
Product 806,546.0,2024-11-18,W39,2024
Product 2179,546.0,2024-10-14,W39,2024
Product 2181,1716.0,2024-10-28,W39,2024
Product 2189,390.0,2024-11-04,W39,2024
Product 2196,234.0,2024-10-28,W39,2024
Product 962,1728.0,2024-10-02,W39,2024
Product 1599,1036.8,2024-11-02,W39,2024
Product 1707,1684.8,2024-10-09,W39,2024
Product 1947,648.0,2024-10-07,W39,2024
Product 1947,1036.8,2024-10-18,W39,2024
Product 13,100.0,2024-10-01,W39,2024
Product 604,15.0,2024-11-21,W39,2024
Product 608,29.0,2024-11-20,W39,2024
Product 2304,6.03,2024-12-26,W39,2024
Product 2293,2.07,2024-12-25,W39,2024
Product 1702,37.44,2024-09-27,W39,2024
Product 136,10.8,2024-10-24,W39,2024
Product 139,10.8,2024-10-24,W39,2024
Product 140,10.8,2024-10-25,W39,2024
Product 141,10.8,2024-10-25,W39,2024
Product 142,10.8,2024-10-25,W39,2024
Product 143,10.8,2024-10-26,W39,2024
Product 602,25.0,2024-11-13,W39,2024
Product 603,21.0,2024-11-20,W39,2024
Product 604,15.0,2024-11-21,W39,2024
Product 510,68.4,2024-11-30,W39,2024
Product 513,124.8,2024-12-05,W39,2024
Product 2304,3.87,2024-12-26,W39,2024
Product 669,0.504,2024-10-20,W39,2024
Product 676,0.648,2024-11-03,W39,2024
Product 682,0.36,2024-12-03,W39,2024
Product 688,8.856,2024-12-21,W39,2024
Product 695,0.648,2024-12-03,W39,2024
Product 903,0.9,2024-12-03,W39,2024
Product 2342,7.83,2024-10-10,W39,2024
Product 2363,6.93,2024-10-14,W39,2024
Product 2364,1.68,2024-10-09,W39,2024
Product 2317,648.0,2024-10-09,W39,2024
Product 1369,12.96,2024-10-10,W39,2024
Product 1370,5.76,2024-10-11,W39,2024
Product 1371,5.76,2024-10-12,W39,2024
Product 1372,5.76,2024-10-12,W39,2024
Product 1377,5.76,2024-10-05,W39,2024
Product 1378,5.76,2024-10-03,W39,2024
Product 1379,5.76,2024-10-04,W39,2024
Product 1380,7.2,2024-10-04,W39,2024
Product 1380,2.88,,W39,2024
Product 957,172.8,,W39,2024
Product 957,129.6,,W39,2024
Product 958,172.8,,W39,2024
Product 958,172.8,,W39,2024
Product 710,2937.6,2024-10-15,W39,2024
Product 1766,1015.2,2024-10-15,W39,2024
Product 1165,518.4,,W39,2024
Product 710,2462.4,2024-10-10,W39,2024
Product 1502,518.4,2024-10-06,W39,2024
Product 1890,1036.8,2024-10-10,W39,2024
Product 1541,1036.8,2024-10-18,W39,2024
Product 1351,86.4,2024-10-21,W39,2024
Product 2307,53.0,2024-10-16,W39,2024
Product 319,518.4,2024-10-08,W39,2024
Product 336,1036.8,2024-10-17,W39,2024
Product 85,1036.8,2024-10-16,W39,2024
Product 212,725.76,2024-10-08,W39,2024
Product 61,1382.4,2024-10-08,W39,2024
Product 1791,1024.0,2024-12-15,W39,2024
Product 842,1036.8,2024-11-25,W39,2024
Product 1208,1036.8,,W39,2024
Product 1797,1024.0,2024-12-15,W39,2024
Product 2093,1036.8,2024-10-31,W39,2024
Product 515,2016.0,2024-10-28,W39,2024
Product 1563,2473.64,2024-10-24,W39,2024
Product 868,720.0,2024-10-22,W39,2024
Product 1250,720.0,2024-10-22,W39,2024
Product 722,1391.04,,W39,2024
Product 819,60.48,2024-11-11,W39,2024
Product 819,1330.56,,W39,2024
Product 820,1391.04,,W39,2024
Product 41,480.0,2024-10-31,W39,2024
Product 43,480.0,2024-10-31,W39,2024
Product 50,960.0,2024-10-31,W39,2024
Product 278,3024.0,2024-10-22,W39,2024
Product 356,1503.36,2024-10-23,W39,2024
Product 302,1503.36,2024-10-22,W39,2024
Product 904,1944.0,2024-11-05,W39,2024
Product 1351,950.4,2024-10-22,W39,2024
Product 1384,950.4,2024-11-08,W39,2024
Product 1823,1024.0,2024-12-11,W39,2024
Product 840,1036.8,2024-11-26,W39,2024
Product 2264,144.0,2024-10-22,W39,2024
Product 2264,72.0,2024-12-23,W39,2024
Product 2325,1008.0,2024-12-18,W39,2024
Product 2307,576.0,2024-10-22,W39,2024
Product 2308,576.0,2024-10-22,W39,2024
Product 2156,1053.0,2024-11-06,W39,2024
Product 2161,648.0,2024-10-25,W39,2024
Product 2165,648.0,2024-10-26,W39,2024
Product 2175,729.0,2024-10-26,W39,2024
Product 1607,1036.8,2024-10-29,W39,2024
Product 774,936.0,2024-11-11,W39,2024
Product 2225,234.0,2024-10-22,W39,2024
Product 2225,780.0,2024-12-23,W39,2024
Product 761,936.0,2024-11-11,W39,2024
Product 2179,936.0,2024-12-23,W39,2024
Product 2181,2418.0,2024-10-28,W39,2024
Product 2181,156.0,2024-12-30,W39,2024
Product 2205,2262.0,2024-12-16,W39,2024
Product 2226,546.0,2024-10-22,W39,2024
Product 2241,546.0,2024-11-11,W39,2024
Product 2267,546.0,2024-10-22,W39,2024
Product 2275,312.0,2024-12-30,W39,2024
Product 2277,546.0,2024-10-22,W39,2024
Product 2373,390.0,2024-10-22,W39,2024
Product 2386,390.0,2024-11-25,W39,2024
Product 1683,2030.6,2024-10-20,W39,2024
Product 1684,2030.6,2024-10-21,W39,2024
Product 1685,2030.6,2024-10-21,W39,2024
Product 1686,2030.6,2024-10-22,W39,2024
Product 1690,2030.6,2024-10-22,W39,2024
Product 1691,2030.6,2024-10-23,W39,2024
Product 1692,2030.6,2024-10-23,W39,2024
Product 1693,2030.6,2024-10-23,W39,2024
Product 1639,2030.6,2024-10-24,W39,2024
Product 1731,1658.88,2024-09-27,W39,2024
Product 2304,6.03,2024-12-26,W39,2024
Product 2293,2.07,2024-12-25,W39,2024
Product 1897,1024.0,2024-12-12,W39,2024
Product 1135,424.242,2024-12-30,W39,2024
Product 648,1.0,2024-12-04,W39,2024
Product 685,1.512,2024-11-27,W39,2024
Product 874,1020.0,2024-11-17,W39,2024
Product 1024,3931.2,2024-10-26,W39,2024
Product 1217,1036.8,2024-10-26,W39,2024
Product 1080,2505.6,2024-10-30,W39,2024
Product 1117,30.303,2025-01-27,W39,2024
Product 604,50.0,2024-11-21,W39,2024
Product 614,12.0,2024-12-03,W39,2024
Product 513,100.0,2024-12-05,W39,2024
Product 1133,60.606,2024-12-30,W39,2024
Product 661,0.28,2024-12-01,W39,2024
Product 1116,30.303,2025-01-27,W39,2024
Product 603,50.0,2024-11-20,W39,2024
Product 608,20.0,2024-11-20,W39,2024
Product 1270,7.56,2024-10-29,W39,2024
Product 2367,10.08,2024-10-29,W39,2024
Product 510,100.0,2024-11-30,W39,2024
Product 513,120.0,2024-12-05,W39,2024
Product 1119,30.303,2024-12-30,W39,2024
Product 1135,60.606,2024-12-30,W39,2024
Product 896,20.4,2024-12-03,W39,2024
Product 648,0.4,2024-12-04,W39,2024
Product 661,1.0,2024-12-01,W39,2024
Product 2363,1.68,2024-10-28,W39,2024
Product 599,5.0,2024-12-03,W39,2024
Product 1799,51.2,2024-12-09,W39,2024
Product 1832,1024.0,2024-11-01,W39,2024
Product 842,43.2,2024-11-25,W39,2024
Product 1005,2030.4,2024-11-03,W39,2024
Product 908,43.2,,W39,2024
Product 982,86.4,2024-11-18,W39,2024
Product 928,1166.4,2024-12-21,W39,2024
Product 928,43.2,,W39,2024
Product 1281,475.2,,W39,2024
Product 1502,1036.8,2024-11-27,W39,2024
Product 972,1036.8,,W39,2024
Product 982,1015.2,2024-11-27,W39,2024
Product 983,1036.8,2024-11-27,W39,2024
Product 1322,993.6,2024-11-27,W39,2024
Product 1349,43.2,2024-11-27,W39,2024
Product 1349,993.6,2024-12-17,W39,2024
Product 1384,2030.4,2024-11-27,W39,2024
Product 990,1036.8,2024-12-07,W39,2024
Product 976,1036.8,2024-12-04,W39,2024
Product 1346,1036.8,2024-12-04,W39,2024
Product 1893,950.4,2024-11-19,W39,2024
Product 904,6004.8,2024-11-05,W39,2024
Product 905,43.2,2024-10-29,W39,2024
Product 905,4968.0,2024-11-05,W39,2024
