Product,hazır,Week Number,Year
Product 1288,950.4,W39,2024
Product 1931,576.0,W39,2024
Product 1933,510.08,W39,2024
Product 1933,65.92,W39,2024
Product 348,2276.82,W39,2024
Product 1014,18.36,W39,2024
Product 1014,953.64,W39,2024
Product 1288,432.0,W39,2024
Product 1866,576.0,W39,2024
Product 1865,17.28,W39,2024
Product 1865,558.72,W39,2024
Product 1863,14.4,W39,2024
Product 1863,561.6,W39,2024
Product 1871,1080.0,W39,2024
Product 1870,1080.0,W39,2024
Product 1848,1080.0,W39,2024
Product 1849,1080.0,W39,2024
Product 1850,1080.0,W39,2024
Product 1859,1080.0,W39,2024
Product 1860,1080.0,W39,2024
Product 1861,1080.0,W39,2024
Product 356,1010.88,W39,2024
Product 311,30.24,W39,2024
Product 311,617.76,W39,2024
Product 1920,576.0,W39,2024
Product 1922,12.8,W39,2024
Product 1922,563.2,W39,2024
Product 1921,5.12,W39,2024
Product 1921,570.88,W39,2024
Product 1909,576.0,W39,2024
Product 1910,576.0,W39,2024
Product 1911,22.4,W39,2024
Product 1911,553.6,W39,2024
Product 955,993.6,W39,2024
Product 955,993.6,W39,2024
Product 956,475.2,W39,2024
Product 956,691.2,W39,2024
Product 957,734.4,W39,2024
Product 957,1425.6,W39,2024
Product 958,432.0,W39,2024
Product 958,1123.2,W39,2024
Product 315,1140.48,W39,2024
Product 279,716.94,W39,2024
Product 277,5670.0,W39,2024
Product 1055,600.0,W39,2024
Product 1055,1260.0,W39,2024
Product 1055,10140.0,W39,2024
Product 279,1938.0,W39,2024
Product 1055,2460.0,W39,2024
Product 1055,2760.0,W39,2024
Product 1055,600.0,W39,2024
Product 1055,840.0,W39,2024
Product 1055,900.0,W39,2024
Product 1055,1200.0,W39,2024
Product 1055,240.0,W39,2024
Product 1055,1500.0,W39,2024
Product 1286,388.8,W39,2024
Product 347,2116.8,W39,2024
Product 1016,43.2,W39,2024
Product 1016,7.56,W39,2024
Product 1016,489.24,W39,2024
Product 1015,32.4,W39,2024
Product 1015,939.6,W39,2024
Product 1014,950.4,W39,2024
Product 1014,950.4,W39,2024
Product 1013,950.4,W39,2024
Product 1013,950.4,W39,2024
Product 1322,950.4,W39,2024
Product 1027,144.0,W39,2024
Product 962,32.4,W39,2024
Product 1289,4.32,W39,2024
Product 347,829.44,W39,2024
Product 347,2799.36,W39,2024
Product 1808,576.0,W39,2024
Product 279,28.98,W39,2024
Product 279,1512.0,W39,2024
Product 1806,576.0,W39,2024
Product 348,41.58,W39,2024
Product 347,22.68,W39,2024
Product 278,32.76,W39,2024
Product 279,39.06,W39,2024
Product 1013,388.8,W39,2024
Product 311,518.4,W39,2024
Product 311,2.16,W39,2024
Product 311,19.44,W39,2024
Product 1322,288.0,W39,2024
Product 1027,432.0,W39,2024
Product 325,531.36,W39,2024
Product 325,8.64,W39,2024
Product 1807,282.24,W39,2024
Product 1766,8.64,W39,2024
Product 1766,10.8,W39,2024
Product 1767,19.44,W39,2024
Product 1840,504.0,W39,2024
Product 1765,14.4,W39,2024
Product 1862,576.0,W39,2024
Product 1864,576.0,W39,2024
Product 347,35.28,W39,2024
Product 347,423.36,W39,2024
Product 278,37.8,W39,2024
Product 278,839.16,W39,2024
Product 278,1529.64,W39,2024
Product 356,177.12,W39,2024
Product 1016,432.0,W39,2024
Product 1015,963.36,W39,2024
Product 1015,8.64,W39,2024
Product 325,648.0,W39,2024
Product 1923,563.2,W39,2024
Product 1923,12.8,W39,2024
Product 326,1140.48,W39,2024
Product 2013,129.6,W39,2024
Product 2106,1598.4,W39,2024
Product 2134,1244.16,W39,2024
Product 471,1607.04,W39,2024
Product 533,432.0,W39,2024
